plz,ort,kanton,lat,lon
6854,S. Pietro,TI,45.8579,8.9354
6855,Stabio,TI,45.8456,8.9324
6862,Rancate,TI,45.8755,8.9705
6863,Besazio,TI,45.8714,8.9539
6864,Arzo,TI,45.88,8.9399
6865,Tremona,TI,45.8808,8.959
6866,Meride,TI,45.8992,8.9429
6867,Serpiano,TI,45.9163,8.9419
6872,Salorino,TI,45.8873,9.003
6873,Corteglia,TI,45.8621,8.9934
6874,Castel San Pietro,TI,45.8654,9.0085
6875,Campora,TI,45.8745,9.0187
6877,Coldrerio,TI,45.854,8.986
6883,Novazzano,TI,45.8428,8.9785
6900,Lugano,TI,46.0054,8.9545
6901,Lugano,TI,46.0101,8.96
6902,Lugano 2 Caselle,TI,45.988,8.9483
6903,Lugano,TI,46.0101,8.96
6904,Lugano 4 Molino Nuovo Casel,TI,46.0055,8.9714
6906,Lugano 6 Caselle,TI,46.0055,8.9714
6907,Lugano 7 Caselle,TI,46.0055,8.9714
6908,Massagno Caselle,TI,46.0126,8.9437
6912,Pazzallo,TI,45.981,8.9473
6913,Carabbia,TI,45.9704,8.9344
6914,Carona,TI,45.9567,8.9322
6915,Pambio-Noranco,TI,45.9855,8.9307
6916,Grancia,TI,45.9684,8.9276
6917,Barbengo,TI,45.9604,8.916
6918,Figino,TI,45.9557,8.9077
6919,Carabietta,TI,45.9687,8.8996
6921,Vico Morcote,TI,45.9347,8.9252
6922,Morcote,TI,45.9324,8.9082
6924,Sorengo,TI,45.9998,8.9355
6925,Gentilino,TI,45.9917,8.9261
6926,Montagnola,TI,45.9794,8.9143
6927,Agra,TI,45.9682,8.9116
6928,Manno,TI,46.0308,8.9194
6929,Gravesano,TI,46.0421,8.9187
6930,Bedano,TI,46.0531,8.9181
6932,Breganzona,TI,46.009,8.9274
6933,Muzzano,TI,45.9971,8.917
6934,Bioggio,TI,46.0151,8.9127
6935,Bosco Luganese,TI,46.0301,8.9055
6936,Cademario,TI,46.0226,8.8918
6937,Breno,TI,46.0436,8.8587
6938,Vezio,TI,46.0605,8.8711
6939,Arosio,TI,46.0598,8.8935
6942,Savosa,TI,46.0193,8.9447
6943,Vezia,TI,46.0248,8.935
6944,Cureglia,TI,46.0375,8.9441
6945,Origlio,TI,46.0514,8.9448
6946,Ponte Capriasca,TI,46.106,9.0219
6947,Vaglio,TI,46.0557,8.96
6948,Porza,TI,46.027,8.9532
6949,Comano,TI,46.04,8.9567
6950,Tesserete,TI,46.0699,8.9682
6951,Cozzo,TI,46.0972,9.0619
6952,Canobbio,TI,46.0365,8.9676
6953,Lugaggia,TI,46.0562,8.9707
6954,Sala Capriasca,TI,46.0663,8.9552
6955,Cagiallo,TI,46.0654,8.9752
6956,Lopagno,TI,46.0699,8.978
6957,Roveredo TI,TI,46.0746,8.9827
6958,Corticiasca,TI,46.0901,9.0181
6959,Curtina,TI,46.0821,9.0217
6960,Odogno,TI,46.1026,8.9923
6962,Viganello,TI,46.0129,8.9706
6963,Cureggia,TI,46.0198,8.9858
6964,Davesco-Soragno,TI,46.0325,8.9862
6965,Cadro,TI,46.0423,8.9945
6966,Villa Luganese,TI,46.0521,9.0053
6967,Dino,TI,46.054,8.9802
6968,Sonvico,TI,46.0651,9.0144
6974,Aldesago,TI,46.0094,8.9798
6976,Castagnola,TI,45.9991,8.9815
6977,Ruvigliana,TI,46.0053,8.98
6978,Gandria,TI,46.0093,9.0099
6979,Brè sopra Lugano,TI,46.0174,8.9989
6980,Castelrotto,TI,45.9954,8.839
6981,Banco,TI,46.01,8.8402
6982,Agno,TI,46.0005,8.9028
6983,Magliaso,TI,45.982,8.8914
6984,Pura,TI,45.9833,8.8652
6986,Curio,TI,46.0008,8.8622
6987,Caslano,TI,45.9681,8.8804
6988,Ponte Tresa,TI,45.9707,8.8593
6989,Purasca,TI,45.9814,8.8493
6990,Cassina d'Agno,TI,45.9914,8.8933
6991,Neggio,TI,45.9895,8.8779
6992,Cimo,TI,46.0053,8.8908
6993,Iseo,TI,46.0053,8.8786
6994,Aranno,TI,46.0185,8.874
6995,Madonna del Piano,TI,45.9891,8.8321
6997,Sessa,TI,46.0032,8.8156
6998,Termine,TI,45.9998,8.7921
6999,Astano,TI,46.0153,8.8163
7000,Chur,GR,46.8528,9.5299
7001,Chur,GR,46.8499,9.5329
7004,Chur,GR,46.8499,9.5329
7006,Chur,GR,46.8499,9.5329
7007,Chur,GR,46.8499,9.5329
7012,Felsberg,GR,46.8564,9.4625
7013,Domat/Ems,GR,46.8197,9.4547
7014,Trin,GR,46.8686,9.3291
7015,Tamins,GR,46.844,9.4086
7016,Trin Mulin,GR,46.8224,9.3327
7017,Flims Dorf,GR,46.864,9.2694
7018,Flims Waldhaus,GR,46.8248,9.2871
7019,Fidaz,GR,46.8455,9.319
7023,Haldenstein,GR,46.8816,9.5009
7026,Maladers,GR,46.8447,9.5723
7027,Calfreisen,GR,46.8544,9.6005
7028,Pagig,GR,46.8497,9.6376
7029,Peist,GR,46.8427,9.6882
7031,Laax GR,GR,46.8095,9.2635
7032,Laax GR 2,GR,46.8515,9.2121
7050,Arosa,GR,46.7699,9.6683
7056,Molinis,GR,46.8141,9.6465
7057,Langwies,GR,46.8235,9.7455
7058,Litzirüti,GR,46.7988,9.7014
7062,Passugg,GR,46.8212,9.5573
7063,Praden,GR,46.821,9.5824
7064,Tschiertschen,GR,46.7929,9.6067
7074,Malix,GR,46.8117,9.518
7075,Churwalden,GR,46.7826,9.5323
7076,Parpan,GR,46.7762,9.5703
7077,Valbella,GR,46.7522,9.5502
7078,Lenzerheide/Lai,GR,46.7317,9.5481
7082,Vaz/Obervaz,GR,46.6974,9.5183
7083,Lantsch/Lenz,GR,46.707,9.5794
7084,Brienz/Brinzauls GR,GR,46.6837,9.6028
7104,Arezen,GR,46.7823,9.3344
7106,Tenna,GR,46.7465,9.3251
7107,Safien Platz,GR,46.7127,9.3222
7109,Thalkirch,GR,46.6321,9.2815
7110,Peiden,GR,46.7158,9.1981
7111,Pitasch,GR,46.7219,9.2458
7112,Duvin,GR,46.6963,9.248
7113,Camuns,GR,46.6891,9.2216
7114,Uors (Lumnezia),GR,46.7038,9.188
7115,Surcasti,GR,46.6808,9.1692
7116,St. Martin (Lugnez),GR,46.6543,9.206
7122,Valendas,GR,46.773,9.2947
7126,Castrisch,GR,46.7726,9.243
7127,Sevgein,GR,46.7575,9.2226
7128,Riein,GR,46.7422,9.2606
7130,Schnaus,GR,46.8056,9.1789
7132,Vals,GR,46.5737,9.1308
7134,Obersaxen,GR,46.7197,9.0712
7137,Flond,GR,46.7664,9.161
7138,Surcuolm,GR,46.7529,9.1513
7141,Luven,GR,46.7548,9.1906
7142,Cumbel,GR,46.7345,9.2011
7143,Morissen,GR,46.7348,9.1737
7144,Vella,GR,46.7213,9.159
7145,Degen,GR,46.7059,9.1709
7146,Vattiz,GR,46.7118,9.1384
7147,Vignogn,GR,46.694,9.1413
7148,Lumbrein,GR,46.6683,9.1035
7149,Vrin,GR,46.6241,9.0564
7151,Schluein,GR,46.7889,9.2224
7152,Sagogn,GR,46.7983,9.2755
7153,Falera,GR,46.813,9.22
7154,Ruschein,GR,46.8291,9.1686
7155,Ladir,GR,46.8114,9.1906
7156,Pigniu,GR,46.8423,9.1091
7157,Siat,GR,46.8152,9.1545
7158,Waltensburg/Vuorz,GR,46.8116,9.0777
7159,Andiast,GR,46.8179,9.0975
7162,Tavanasa,GR,46.7567,9.0749
7163,Danis,GR,46.7561,9.0534
7164,Dardin,GR,46.7606,9.0364
7165,Breil/Brigels,GR,46.7924,9.0289
7166,Trun,GR,46.7411,8.9786
7167,Zignau,GR,46.734,9.0104
7168,Schlans,GR,46.7653,9.0009
7172,Rabius,GR,46.7419,8.9547
7173,Surrein,GR,46.6738,8.9654
7174,S. Benedetg,GR,46.7371,8.9435
7175,Sumvitg,GR,46.7622,8.9153
7176,Cumpadials,GR,46.7087,8.9161
7180,Disentis/Mustér,GR,46.7456,8.8481
7182,Cavardiras,GR,46.6995,8.8819
7183,Mumpé Medel,GR,46.6811,8.8313
7184,Curaglia,GR,46.6525,8.8851
7185,Platta,GR,46.6065,8.8364
7186,Segnas,GR,46.6937,8.8169
7187,Camischolas,GR,46.6814,8.7615
7188,Sedrun,GR,46.6377,8.7502
7189,Rueras,GR,46.6662,8.709
7202,Says,GR,46.9013,9.597
7203,Trimmis,GR,46.8892,9.5728
7204,Untervaz,GR,46.9206,9.5159
7205,Zizers,GR,46.9343,9.5726
7206,Igis,GR,46.9452,9.5807
7208,Malans GR,GR,46.9888,9.5803
7212,Seewis Dorf,GR,47.023,9.6603
7213,Valzeina,GR,46.9163,9.6237
7214,Grüsch,GR,46.9627,9.6397
7215,Fanas,GR,47.0072,9.6875
7220,Schiers,GR,46.9811,9.7189
7222,Lunden,GR,46.9517,9.7116
7223,Buchen im Prättigau,GR,46.9388,9.7244
7224,Putz,GR,46.9269,9.7407
7226,Fajauna,GR,46.9714,9.7065
7228,Schuders,GR,47.0089,9.7482
7231,Pragg-Jenaz,GR,46.9426,9.6953
7232,Furna,GR,46.9136,9.6615
7233,Jenaz,GR,46.8981,9.7035
7235,Fideris,GR,46.8866,9.7395
7240,Küblis,GR,46.9253,9.7955
7241,Conters im Prättigau,GR,46.8858,9.7876
7242,Luzein,GR,46.9212,9.7623
7243,Pany,GR,46.9482,9.7675
7244,Gadenstätt,GR,46.9448,9.7904
7245,Ascharina,GR,46.9495,9.8203
7246,St. Antönien,GR,46.9802,9.8459
7247,Saas im Prättigau,GR,46.9151,9.8524
7249,Serneus,GR,46.8871,9.8339
7250,Klosters,GR,46.8475,9.9649
7252,Klosters Dorf,GR,46.9013,9.9155
7260,Davos Dorf,GR,46.7674,9.8969
7265,Davos Wolfgang,GR,46.8389,9.8534
7270,Davos Platz,GR,46.7874,9.8181
7272,Davos Clavadel,GR,46.7227,9.8447
7276,Davos Frauenkirch,GR,46.7756,9.7698
7277,Davos Glaris,GR,46.7398,9.7705
7278,Davos Monstein,GR,46.6983,9.7849
7302,Landquart,GR,46.9616,9.5772
7303,Mastrils,GR,46.9589,9.5295
7304,Maienfeld,GR,47.0305,9.5629
7306,Fläsch,GR,47.0395,9.5053
7307,Jenins,GR,47.0117,9.5744
7310,Bad Ragaz,SG,46.9969,9.4731
7312,Pfäfers,SG,46.9844,9.5075
7313,St. Margrethenberg,SG,46.9682,9.5101
7314,Vadura,SG,46.9562,9.4916
7315,Vättis,SG,46.9132,9.385
7317,Valens,SG,46.977,9.4672
7320,Sargans,SG,47.0556,9.4489
7323,Wangs,SG,47.0061,9.4138
7324,Vilters,SG,47.0198,9.4573
7325,Schwendi im Weisstannental,SG,46.9966,9.3682
7326,Weisstannen,SG,46.9719,9.3047
7402,Bonaduz,GR,46.7939,9.3699
7403,Rhäzüns,GR,46.7862,9.3922
7404,Feldis/Veulden,GR,46.7968,9.4422
7405,Rothenbrunnen,GR,46.7769,9.4208
7407,Trans,GR,46.7624,9.4817
7408,Realta,GR,46.7319,9.4277
7411,Sils im Domleschg,GR,46.6908,9.465
7412,Scharans,GR,46.7183,9.4825
7413,Fürstenaubruck,GR,46.715,9.4498
7414,Fürstenau,GR,46.7231,9.4481
7415,Rodels,GR,46.7406,9.4391
7416,Almens,GR,46.7426,9.4826
7417,Paspels,GR,46.7513,9.4509
7418,Tumegl/Tomils,GR,46.764,9.4447
7419,Scheid,GR,46.7834,9.4663
7421,Summaprada,GR,46.713,9.4312
7422,Tartar,GR,46.7221,9.4193
7423,Sarn,GR,46.7234,9.3879
7424,Präz,GR,46.7486,9.3965
7425,Masein,GR,46.6954,9.4226
7426,Flerden,GR,46.6941,9.3926
7427,Urmein,GR,46.686,9.4019
7428,Glaspass,GR,46.677,9.3474
7430,Rongellen,GR,46.6739,9.4406
7431,Mutten,GR,46.6773,9.5018
7432,Zillis,GR,46.6381,9.47
7433,Lohn GR,GR,46.6574,9.4232
7434,Sufers,GR,46.5573,9.3703
7435,Splügen,GR,46.5371,9.329
7436,Medels im Rheinwald,GR,46.5522,9.2853
7437,Nufenen,GR,46.5404,9.2385
7438,Hinterrhein,GR,46.5137,9.1351
7440,Andeer,GR,46.5859,9.4178
7442,Clugin,GR,46.6127,9.4121
7443,Pignia,GR,46.6035,9.4665
7444,Ausserferrera,GR,46.5516,9.4606
7445,Innerferrera,GR,46.5058,9.4399
7446,Campsut-Cröt,GR,46.4246,9.491
7447,Cresta (Avers),GR,46.4738,9.5246
7448,Juf,GR,46.4329,9.5864
7450,Tiefencastel,GR,46.6483,9.6037
7451,Alvaschein,GR,46.6778,9.5467
7452,Cunter,GR,46.6202,9.6043
7453,Tinizong,GR,46.5868,9.6608
7454,Rona,GR,46.5567,9.6608
7455,Mulegns,GR,46.5044,9.5795
7456,Marmorera,GR,46.4997,9.6473
7457,Bivio,GR,46.4578,9.6618
7458,Mon,GR,46.6487,9.5484
7459,Stierva,GR,46.657,9.5204
7460,Savognin,GR,46.5814,9.6024
7462,Salouf,GR,46.6124,9.533
7463,Riom,GR,46.6224,9.5892
7464,Parsonz,GR,46.5567,9.5423
7472,Surava,GR,46.6572,9.6172
7473,Alvaneu Bad,GR,46.6686,9.6491
7477,Filisur,GR,46.6488,9.6882
7482,Stugl/Stuls,GR,46.6575,9.7426
7484,Latsch,GR,46.6377,9.7553
7492,Alvaneu Dorf,GR,46.7156,9.6443
7493,Schmitten (Albula),GR,46.7042,9.6778
7494,Davos Wiesen,GR,46.7163,9.7204
7500,St. Moritz,GR,46.4905,9.8174
7502,Bever,GR,46.543,9.8005
7503,Samedan,GR,46.5332,9.8492
7504,Pontresina,GR,46.4311,9.9249
7505,Celerina/Schlarigna,GR,46.5097,9.8436
7512,Champfèr,GR,46.4766,9.8058
7513,Silvaplana,GR,46.474,9.7609
7514,Fex,GR,46.3835,9.7899
7515,Sils/Segl Baselgia,GR,46.4371,9.7424
7516,Maloja,GR,46.3649,9.7199
7517,Plaun da Lej,GR,46.4271,9.7091
7522,La Punt-Chamues-ch,GR,46.5789,9.9201
7523,Madulain,GR,46.546,9.9659
7524,Zuoz,GR,46.5631,9.9802
7525,S-chanf,GR,46.5971,10.0385
7526,Chapella,GR,46.6557,9.9374
7527,Brail,GR,46.6765,10.0189
7530,Zernez,GR,46.6705,10.1404
7532,Tschierv,GR,46.6422,10.2981
7533,Fuldera,GR,46.6048,10.3451
7534,Lü,GR,46.6355,10.3724
7535,Valchava,GR,46.6022,10.3859
7536,Sta. Maria Val Müstair,GR,46.5785,10.3704
7537,Müstair,GR,46.615,10.4555
7542,Susch,GR,46.751,10.0223
7543,Lavin,GR,46.7828,10.1073
7545,Guarda,GR,46.8081,10.1422
7546,Ardez,GR,46.7698,10.1857
7550,Scuol,GR,46.7346,10.3263
7551,Ftan,GR,46.8259,10.2279
7552,Vulpera,GR,46.7873,10.286
7553,Tarasp,GR,46.7396,10.2465
7554,Sent,GR,46.8251,10.3404
7556,Ramosch,GR,46.8583,10.33
7557,Vnà,GR,46.8802,10.3512
7558,Strada,GR,46.8407,10.4386
7559,Tschlin,GR,46.9061,10.4097
7560,Martina,GR,46.9159,10.4553
7562,Samnaun-Compatsch,GR,46.9633,10.4023
7563,Samnaun Dorf,GR,46.9496,10.358
7602,Casaccia,GR,46.3882,9.6568
7603,Vicosoprano,GR,46.3505,9.6285
7604,Borgonovo,GR,46.3477,9.6062
7605,Stampa,GR,46.3396,9.5922
7606,Bondo,GR,46.3147,9.5798
7608,Castasegna,GR,46.335,9.5234
7610,Soglio,GR,46.357,9.5381
7710,Alp Grüm,GR,46.375,10.0326
7741,S. Carlo (Poschiavo),GR,46.3567,10.082
7742,Poschiavo,GR,46.3379,10.0388
7743,Miralago,GR,46.2731,10.1009
7744,Campocologno,GR,46.2362,10.142
7745,Li Curt,GR,46.2988,10.0336
7746,Le Prese,GR,46.2834,10.0863
7747,Viano,GR,46.2612,10.1523
7748,Campascio,GR,46.2381,10.0953
8000,Zürich,ZH,47.3667,8.55
8001,Zürich,ZH,47.3721,8.5417
8002,Zürich,ZH,47.3601,8.5327
8003,Zürich,ZH,47.3733,8.5139
8004,Zürich,ZH,47.3789,8.5204
8005,Zürich,ZH,47.3876,8.5207
8006,Zürich,ZH,47.3873,8.5499
8008,Zürich,ZH,47.3538,8.5587
8010,Zürich,ZH,47.395,8.4488
8011,Zürich Mülligen SC,ZH,47.395,8.4488
8012,Zürich,ZH,47.395,8.4488
8017,Zürich,ZH,47.3667,8.55
8018,Zürich PF,ZH,47.3828,8.5307
8021,Zürich 1,ZH,47.3828,8.5307
8022,Zürich,ZH,47.3667,8.55
8024,Zürich,ZH,47.3667,8.55
8027,Zürich,ZH,47.3667,8.55
8031,Zürich,ZH,47.3667,8.55
8032,Zürich,ZH,47.368,8.5665
8034,Zürich,ZH,47.3667,8.55
8036,Zürich,ZH,47.3667,8.55
8037,Zürich,ZH,47.3978,8.5242
8038,Zürich,ZH,47.342,8.5352
8040,Zürich,ZH,47.3667,8.55
8041,Zürich,ZH,47.3339,8.5139
8042,Zürich,ZH,47.3667,8.55
8044,Gockhausen,ZH,47.3776,8.6049
8045,Zürich,ZH,47.3531,8.5089
8046,Zürich,ZH,47.4221,8.5092
8047,Zürich,ZH,47.3739,8.4861
8048,Zürich,ZH,47.3862,8.4793
8049,Zürich,ZH,47.4085,8.4944
8050,Zürich,ZH,47.4119,8.5512
8051,Zürich,ZH,47.4006,8.5781
8052,Zürich,ZH,47.4243,8.5403
8053,Zürich,ZH,47.3609,8.5975
8055,Zürich,ZH,47.364,8.4944
8057,Zürich,ZH,47.4,8.5445
8058,Zürich,ZH,47.458,8.5853
8060,Zürich,ZH,47.458,8.5853
8063,Zürich,ZH,47.3667,8.55
8064,Zürich,ZH,47.3983,8.4855
8070,Zürich,ZH,47.3667,8.55
8071,Zürich CS PZ,ZH,47.3828,8.5307
8074,Zürich Voice Pub,ZH,47.3828,8.5307
8075,Zürich,ZH,47.3667,8.55
8080,Zürich 80,ZH,47.3828,8.5307
8081,Zürich Helsana,ZH,47.3828,8.5307
8085,Zürich Versich.,ZH,47.3828,8.5307
8086,Zürich R Digest,ZH,47.3828,8.5307
8087,Zürich,ZH,47.3667,8.55
8088,Zürich,ZH,47.3667,8.55
8090,Zürich,ZH,47.3667,8.55
8091,Zürich,ZH,47.3667,8.55
8092,Zürich,ZH,47.3828,8.5307
8093,Zürich ETH-Hönggerberg,ZH,47.3828,8.5307
8096,Zürich IBRS local,ZH,47.3828,8.5307
8098,Zürich,ZH,47.3667,8.55
8099,Zürich,ZH,47.3828,8.5307
8102,Oberengstringen,ZH,47.4102,8.466
8103,Unterengstringen,ZH,47.4112,8.4429
8104,Weiningen ZH,ZH,47.4217,8.4322
8105,Regensdorf,ZH,47.4339,8.4639
8106,Adlikon b. Regensdorf,ZH,47.4527,8.4634
8107,Buchs ZH,ZH,47.4588,8.437
8108,Dällikon,ZH,47.4394,8.4324
8109,Kloster Fahr,AG,47.4083,8.4391
8112,Otelfingen,ZH,47.4645,8.3897
8113,Boppelsen,ZH,47.4718,8.4069
8114,Dänikon ZH,ZH,47.4447,8.4058
8115,Hüttikon,ZH,47.4418,8.3897
8117,Fällanden,ZH,47.3709,8.6421
8118,Pfaffhausen,ZH,47.3658,8.6247
8121,Benglen,ZH,47.3609,8.6375
8122,Binz,ZH,47.357,8.6269
8123,Ebmatingen,ZH,47.3514,8.6405
8124,Maur,ZH,47.3376,8.6726
8125,Zollikerberg,ZH,47.3462,8.6087
8126,Zumikon,ZH,47.3341,8.6262
8127,Forch,ZH,47.3216,8.6462
8132,Hinteregg,ZH,47.3111,8.6853
8133,Esslingen,ZH,47.2906,8.7137
8134,Adliswil,ZH,47.3093,8.5213
8135,Sihlwald,ZH,47.268,8.5567
8136,Gattikon,ZH,47.2825,8.552
8142,Uitikon Waldegg,ZH,47.367,8.4593
8143,Uetliberg,ZH,47.35,8.49
8152,Glattpark (Opfikon),ZH,47.4217,8.5633
8153,Rümlang,ZH,47.4475,8.5288
8154,Oberglatt ZH,ZH,47.4779,8.5239
8155,Niederhasli,ZH,47.478,8.4844
8156,Oberhasli,ZH,47.4607,8.4999
8157,Dielsdorf,ZH,47.4765,8.4544
8158,Regensberg,ZH,47.4782,8.4283
8162,Sünikon,ZH,47.49,8.4309
8164,Bachs,ZH,47.5284,8.4293
8165,Schleinikon,ZH,47.4982,8.3921
8166,Niederweningen,ZH,47.5029,8.375
8172,Niederglatt ZH,ZH,47.4932,8.5004
8173,Neerach,ZH,47.5094,8.4762
8174,Stadel b. Niederglatt,ZH,47.5293,8.4688
8175,Windlach,ZH,47.5459,8.4716
8180,Bülach,ZH,47.5274,8.5415
8181,Höri,ZH,47.5075,8.5025
8182,Hochfelden,ZH,47.5279,8.5094
8184,Bachenbülach,ZH,47.5016,8.5451
8185,Winkel,ZH,47.4849,8.5579
8187,Weiach,ZH,47.5561,8.4397
8192,Glattfelden,ZH,47.5573,8.5022
8193,Eglisau,ZH,47.5733,8.5245
8194,Hüntwangen,ZH,47.5919,8.4984
8195,Wasterkingen,ZH,47.5954,8.4716
8196,Wil ZH,ZH,47.6085,8.5091
8197,Rafz,ZH,47.6115,8.543
8200,Schaffhausen,SH,47.7148,8.625
8201,Schaffhausen,SH,47.6973,8.6349
8203,Schaffhausen,SH,47.6992,8.6634
8207,Schaffhausen,SH,47.7228,8.673
8208,Schaffhausen,SH,47.7122,8.6354
8212,Neuhausen am Rheinfall,SH,47.6791,8.5992
8213,Neunkirch,SH,47.682,8.5118
8214,Gächlingen,SH,47.7111,8.4965
8215,Hallau,SH,47.7005,8.4432
8216,Oberhallau,SH,47.7139,8.4734
8217,Wilchingen,SH,47.665,8.4713
8218,Osterfingen,SH,47.658,8.4971
8219,Trasadingen,SH,47.67,8.4259
8222,Beringen,SH,47.7044,8.5769
8223,Guntmadingen,SH,47.6814,8.5572
8224,Löhningen,SH,47.7035,8.5465
8225,Siblingen,SH,47.7234,8.5225
8226,Schleitheim,SH,47.7485,8.4948
8228,Beggingen,SH,47.7652,8.5444
8231,Hemmental,SH,47.7377,8.578
8232,Merishausen,SH,47.7629,8.5998
8233,Bargen SH,SH,47.7934,8.5919
8234,Stetten SH,SH,47.7384,8.6582
8235,Lohn SH,SH,47.7558,8.6704
8236,Opfertshofen SH,SH,47.7725,8.6592
8239,Dörflingen,SH,47.7101,8.717
8240,Thayngen,SH,47.7431,8.7062
8241,Barzheim,SH,47.7601,8.7176
8242,Hofen SH,SH,47.7806,8.677
8243,Altdorf SH,SH,47.7875,8.6568
8245,Feuerthalen,ZH,47.688,8.6452
8246,Langwiesen,ZH,47.6825,8.6611
8247,Flurlingen,ZH,47.6824,8.6367
8248,Uhwiesen,ZH,47.6702,8.6465
8252,Schlatt TG,TG,47.6672,8.6989
8253,Diessenhofen,TG,47.6812,8.746
8254,Basadingen,TG,47.6607,8.7403
8255,Schlattingen,TG,47.6605,8.7691
8259,Kaltenbach,TG,47.6459,8.8376
8260,Stein am Rhein,SH,47.6661,8.8582
8261,Hemishofen,SH,47.6883,8.841
8262,Ramsen,SH,47.7048,8.8147
8263,Buch SH,SH,47.7158,8.7846
8264,Eschenz,TG,47.6365,8.8756
8265,Mammern,TG,47.6467,8.9214
8266,Steckborn,TG,47.6604,8.9866
8267,Berlingen,TG,47.6733,9.0259
8268,Mannenbach-Salenstein,TG,47.6758,9.0539
8269,Fruthwilen,TG,47.654,9.0647
8272,Ermatingen,TG,47.6604,9.0861
8273,Triboltingen,TG,47.6599,9.1078
8274,Tägerwilen,TG,47.6481,9.1318
8280,Kreuzlingen,TG,47.6415,9.1752
8285,Kreuzlingen Ifolor,TG,47.6398,9.1727
8302,Kloten,ZH,47.458,8.5849
8303,Bassersdorf,ZH,47.4404,8.6304
8304,Wallisellen,ZH,47.4174,8.5949
8305,Dietlikon,ZH,47.4245,8.615
8306,Brüttisellen,ZH,47.4219,8.6342
8307,Effretikon,ZH,47.4238,8.6928
8308,Illnau,ZH,47.4086,8.7194
8309,Nürensdorf,ZH,47.4576,8.6489
8310,Grafstal,ZH,47.4441,8.6983
8311,Brütten,ZH,47.4748,8.6724
8312,Winterberg ZH,ZH,47.4586,8.691
8314,Kyburg,ZH,47.4521,8.7428
8315,Lindau,ZH,47.4433,8.6764
8317,Tagelswangen,ZH,47.4273,8.6692
8320,Fehraltorf,ZH,47.387,8.75
8322,Gündisau,ZH,47.398,8.806
8330,Pfäffikon ZH,ZH,47.3701,8.7914
8331,Auslikon,ZH,47.3449,8.8079
8332,Russikon,ZH,47.3954,8.7806
8335,Hittnau,ZH,47.3663,8.8292
8340,Hinwil,ZH,47.3033,8.8457
8342,Wernetshausen,ZH,47.2923,8.8766
8344,Bäretswil,ZH,47.3389,8.8715
8345,Adetswil,ZH,47.3419,8.837
8352,Ricketwil (Winterthur),ZH,47.487,8.7977
8353,Elgg,ZH,47.4918,8.863
8354,Hofstetten ZH,ZH,47.4692,8.8588
8355,Aadorf,TG,47.492,8.9075
8356,Ettenhausen TG,TG,47.4743,8.8967
8357,Guntershausen b. Aadorf,TG,47.4717,8.9207
8360,Eschlikon TG,TG,47.4638,8.9671
8362,Balterswil,TG,47.454,8.9368
8363,Bichelsee,TG,47.4462,8.9178
8370,Sirnach,TG,47.4624,8.9983
8371,Busswil TG,TG,47.4533,9.0172
8372,Wiezikon b. Sirnach,TG,47.4466,8.9872
8374,Oberwangen TG,TG,47.4294,8.9813
8376,Au TG,TG,47.3944,8.9512
8400,Winterthur,ZH,47.4931,8.7297
8401,Winterthur,ZH,47.5056,8.7241
8403,Winterthur,ZH,47.5056,8.7241
8404,Stadel (Winterthur),ZH,47.5388,8.7656
8405,Winterthur,ZH,47.478,8.776
8406,Winterthur,ZH,47.4829,8.7021
8408,Winterthur,ZH,47.5074,8.6831
8409,Winterthur,ZH,47.5051,8.7786
8412,Aesch (Neftenbach),ZH,47.5441,8.6794
8413,Neftenbach,ZH,47.5298,8.6605
8414,Buch am Irchel,ZH,47.5481,8.6274
8415,Gräslikon,ZH,47.5566,8.6055
8416,Flaach,ZH,47.5847,8.6052
8418,Schlatt ZH,ZH,47.4703,8.8272
8421,Dättlikon,ZH,47.5274,8.6221
8422,Pfungen,ZH,47.5112,8.6425
8424,Embrach,ZH,47.509,8.5957
8425,Oberembrach,ZH,47.4895,8.6329
8426,Lufingen,ZH,47.4834,8.5934
8427,Freienstein,ZH,47.534,8.595
8428,Teufen ZH,ZH,47.5503,8.576
8442,Hettlingen,ZH,47.5495,8.7062
8444,Henggart,ZH,47.5625,8.6837
8447,Dachsen,ZH,47.662,8.6235
8450,Andelfingen,ZH,47.5928,8.6755
8451,Kleinandelfingen,ZH,47.6075,8.6845
8452,Adlikon b. Andelfingen,ZH,47.5851,8.7071
8453,Alten,ZH,47.5992,8.6453
8454,Buchberg,SH,47.571,8.5526
8455,Rüdlingen,SH,47.5871,8.5669
8457,Humlikon,ZH,47.5753,8.6753
8458,Dorf,ZH,47.5712,8.6501
8459,Volken,ZH,47.5764,8.63
8460,Marthalen,ZH,47.6201,8.6424
8461,Oerlingen,ZH,47.6229,8.6777
8462,Rheinau,ZH,47.6294,8.6144
8463,Benken ZH,ZH,47.6541,8.6539
8464,Ellikon am Rhein,ZH,47.6021,8.6034
8465,Rudolfingen,ZH,47.6379,8.6718
8466,Trüllikon,ZH,47.6368,8.6975
8467,Truttikon,ZH,47.633,8.73
8468,Waltalingen,ZH,47.6209,8.7725
8471,Berg (Dägerlen),ZH,47.5664,8.7351
8472,Seuzach,ZH,47.5343,8.7261
8474,Dinhard,ZH,47.5578,8.7631
8475,Ossingen,ZH,47.6126,8.7216
8476,Unterstammheim,ZH,47.6469,8.7895
8477,Oberstammheim,ZH,47.6283,8.8046
8478,Thalheim an der Thur,ZH,47.5825,8.7456
